t,x,y
0.0,1.0,0.0
0.1,1.0150041652780257,0.4991670832341408
0.2,1.0600665778412417,0.9933466539753061
0.30000000000000004,1.135336489125606,1.477601033306698
0.4,1.2410609940028852,1.9470917115432527
0.5,1.3775825618903728,2.397127693021015
0.6000000000000001,1.5453356149096784,2.823212366975177
0.7000000000000001,1.7448421872844886,3.2210884361884555
0.8,1.9767067093471655,3.586780454497614
0.9,2.2416099682706645,3.916634548137417
1.0,2.5403023058681398,4.207354924039483
1.1,2.8735961214255776,4.456036800307177
1.2000000000000002,3.242357754476674,4.660195429836132
1.3,3.6474988286245877,4.817790927085965
1.4000000000000001,4.0899671429002415,4.927248649942301
1.5,4.570737201667703,4.987474933020272
1.6,5.090800477698712,4.997868015207525
1.7000000000000002,5.651155505704477,4.958324052262343
1.8,6.252797905306913,4.869238154390976
1.9000000000000001,6.896710433136497,4.731500438437072
2.0,7.583853163452858,4.546487134128409
2.1,8.315153895400142,4.316046833244369
2.2,9.091498882744656,4.0424820190979505
2.3000000000000003,9.913723978720178,3.7285260608836
2.4000000000000004,10.782606284458758,3.377315902755753
2.5,11.698856384453066,2.9923607205197826
2.6,12.663111246631054,2.577506859107321
2.7,13.675927857982941,2.136899401169149
2.8000000000000003,14.737777659331345,1.6749407507795233
2.9000000000000004,15.849041834850413,1.19624664606991
3.0,17.010007503399553,0.7056000402993361
3.1,18.220864849726723,0.20790331216645247
3.2,19.48170522420525,-0.2918707171379004
3.3000000000000003,20.79252023009114,-0.7887284707162433
3.4000000000000004,22.153201807420544,-1.2777055101341583
3.5,23.563543312709204,-1.7539161384480992
3.6,25.023241583665854,-2.2126022164742625
3.7,26.531899968289594,-2.649180704542467
3.8000000000000003,28.089032288085587,-3.0592894547135963
3.9000000000000004,29.694067695799866,-3.4388307959198707
4.0,31.346356379136388,-3.7840124765396412
4.1000000000000005,33.04517605346674,-4.091385555322054
4.2,34.7897391786593,-4.357878862067941
4.3,36.57920082792002,-4.580829683747274
4.4,38.41266713002159,-4.75801036944758
4.5,40.28920420056922,-4.887650588325485
4.6000000000000005,42.20784747306495,-4.968455018167322
4.7,44.167611336537114,-4.999616287820504
4.800000000000001,46.16749898343946,-4.9808230441792025
4.9,48.20651236942258,-4.912263063121662
5.0,50.28366218546323,-4.794621373315692
5.1000000000000005,52.39797774271299,-4.629073411638661
5.2,54.54851667130038,-4.417273278600765
5.300000000000001,56.73437433617917,-4.161337211119504
5.4,58.95469287594264,-3.8638224377799357
5.5,61.20866977429126,-3.5277016278519597
5.6000000000000005,63.49556587851026,-3.1563331893616042
5.7,65.81471278483916,-2.753427712988188
5.800000000000001,68.16551951694133,-2.323010897068783
5.9,70.54747843074404,-1.8693833241511801
6.0,72.96017028665037,-1.3970774909946293
6.1000000000000005,75.4032684384426,-0.9108125213604751
6.2,77.87654209702323,-0.41544701408748197
6.300000000000001,80.37985863638345,0.08406950242175301
6.4,82.9131849187582,0.5827460242524682
6.5,85.47658762572803,1.0755999404390777
6.6000000000000005,88.07023259195854,1.5577068175668933
6.7,90.69438314823532,2.0242496030829917
6.800000000000001,93.34939749034984,2.470566755693045
6.9,96.03572510012538,2.8921988219410006
7.0,98.7539022543433,3.2849329935939453
7.1000000000000005,101.50454666644282,3.6448452006293826
7.2,104.28835131453226,3.9683393192457657
7.300000000000001,107.10607751738114,4.2521831031428245
7.4,109.9585473275744,4.493540479058135
7.5,112.84663531783502,4.6899998838736945
7.6000000000000005,115.77125984258227,4.839598360157432
7.7,118.73337386203788,4.940841169385002
7.800000000000001,121.73395542056267,4.992716726873025
7.9,124.77399787436048,4.99470670919886
8.0,127.85449996619138,4.946791233116909
8.1,130.9764558462642,4.849449054225431
8.200000000000001,134.14084513901622,4.703652783398863
8.3,137.3486231550294,4.510859168781466
8.4,140.60071134588333,4.2729945404414025
8.5,143.89798809731516,3.9924355631174513
8.6,147.24127995267997,3.6719854893705666
8.700000000000001,150.63135335440262,3.31484615041091
8.8,154.06890698593836,2.9245859644588084
8.9,157.55456479075892,2.505104282289423
9.0,161.08886973811533,2.060592426208783
9.1,164.67227839786887,1.5954918117467607
9.200000000000001,168.30515637859585,1.1144495705012296
9.3,171.9877746745474,0.6222721175353085
9.4,175.72030695796482,0.12387712726678882
9.5,179.50282784380363,-0.3757556023090465
9.600000000000001,183.33531214420591,-0.871633906114907
9.700000000000001,187.21763512016872,-1.358803132054721
9.8,191.1495737278953,-1.8323956462596418
9.9,195.13080884737465,-2.2876794688766067
10.0,199.16092847092355,-2.7201055544468487
